	Words Popularity in CS	Purity in CS	Raw number: CS and keyword	Arxiv Pop	Arxiv Pur	Arxiv Single Word Count	label
"  resonance
"	0.04540322580645161	0.10139130434782609	6447258	0.0044736842105263155	0.04134020618556701	167000.0	0
"  stellar dynamics
"	4.846774193548387e-05	0.05743801652892562	6882	8.61842105263158e-05	0.03521505376344086	3740.0	0
"  quantum chromodynamics
"	0.0003161290322580645	0.0746615087040619	44890	0.0005513157894736843	0.04831632653061225	18100.0	0
"  physical cosmology
"	8.387096774193548e-05	0.08983050847457627	11909	5.3947368421052635e-05	0.03333333333333333	2660.0	0
"  celestial mechanics
"	0.0005322580645161291	0.10953177257525083	75580	0.00025131578947368424	0.07580398162327719	6560.0	0
"  supersymmetry
"	0.0005322580645161291	0.057966101694915256	75580	0.0007171052631578948	0.015482954545454546	63800.0	0
"  electric power conversion
"	0.0003459677419354839	0.09113636363636364	49127	1.3157894736842106e-06	0.017857142857142856	154.0	0
"  cryobiology
"	0.00016935483870967742	0.05779816513761468	24048	1.9736842105263157e-06	0.016129032258064516	140.0	0
"  space weather
"	0.0006556451612903226	0.049705882352941176	93101	0.00023026315789473684	0.09295392953929539	4520.0	0
"  observational cosmology
"	6.78225806451613e-05	0.0915909090909091	9630	9.736842105263158e-05	0.050670241286863274	3650.0	0
"  a's
"	0.0049758064516129035	0.026313131313131313	706564	0.001986842105263158	0.24015151515151514	12200.0	0
"  able
"	1.1048387096774193	0.08152866242038216	156887096	0.07105263157894737	0.039015748031496066	2620000.0	0
"  about
"	1.0080645161290323	0.010113154172560113	143145161	0.1361842105263158	0.07572463768115942	2950000.0	0
"  above
"	1.0483870967741935	0.07621951219512195	148870967	0.07171052631578947	0.028835978835978836	3120000.0	0
"  according
"	0.9516129032258065	0.10462962962962963	135129032	0.0581578947368421	0.02660377358490566	2940000.0	0
"  accordingly
"	0.15645161290322582	0.1693548387096774	22216129	0.017631578947368422	0.15276073619631902	164000.0	0
"  across
"	0.967741935483871	0.10465116279069768	137419354	0.03914473684210526	0.03146892655367232	1770000.0	0
"  actually
"	0.5879032258064516	0.07523413111342352	83482258	0.036644736842105265	0.030846560846560848	1900000.0	0
"  after
"	0.9838709677419355	0.028515625	139709677	0.06973684210526315	0.04296875	2850000.0	0
"  afterwards
"	0.043306451612903224	0.0714663143989432	6149516	0.006151315789473684	0.16802721088435374	55700.0	0
"  again
"	1.0161290322580645	0.044964028776978415	144290322	0.048223684210526314	0.030669456066945606	3000000.0	0
"  against
"	0.7233870967741935	0.06629370629370629	102720967	0.033223684210526315	0.04052631578947368	1380000.0	0
"  ain't
"	0.00382258064516129	0.0036594202898550723	542806	0.00014407894736842106	0.26009501187648454	828.0	0
"  all
"	1.2338709677419355	0.006448412698412698	175209677	0.23026315789473684	0.1269961977186312	2880000.0	0
"  allow
"	0.8306451612903226	0.09035087719298246	117951612	0.04736842105263158	0.02434782608695652	2700000.0	0
"  allows
"	0.6975806451612904	0.14155629139072848	99056451	0.06546052631578947	0.02689189189189189	2830000.0	0
"  almost
"	0.6024193548387097	0.06911764705882353	85543548	0.04138157894736842	0.0181651376146789	2950000.0	0
"  alone
"	0.3258064516129032	0.07373417721518988	46264516	0.015526315789473685	0.11428571428571428	201000.0	0
"  along
"	0.9112903225806451	0.0864	129403225	0.04651315789473684	0.026642599277978338	2770000.0	0
"  already
"	0.9112903225806451	0.0782608695652174	129403225	0.05098684210526316	0.030168776371308017	2560000.0	0
"  also
"	0.967741935483871	0.019427710843373493	137419354	0.11052631578947368	0.05526315789473684	2610000.0	0
"  although
"	0.7758064516129032	0.1271978021978022	110164516	0.055065789473684214	0.038995215311004784	2860000.0	0
"  always
"	0.9838709677419355	0.05	139709677	0.05513157894736842	0.027559322033898305	2780000.0	0
"  am
"	1.1774193548387097	0.024813432835820895	167193548	0.026578947368421053	0.019456521739130435	1700000.0	0
"  among
"	0.9758064516129032	0.12317327766179541	138564516	0.05802631578947368	0.032286821705426356	2490000.0	0
"  amongst
"	0.08306451612903226	0.08548387096774193	11795161	0.004875	0.14661190965092402	49800.0	0
"  an
"	1.1048387096774193	0.010588235294117647	156887096	0.7039473684210527	0.25880398671096344	3180000.0	0
"  and
"	1.0887096774193548	0.004091754494730316	154596774	0.9407894736842105	0.4658385093167702	3020000.0	0
"  another
"	1.0161290322580645	0.0548936170212766	144290322	0.06644736842105263	0.04302788844621514	2750000.0	0
"  any
"	1.0483870967741935	0.02165289256198347	148870967	0.09276315789473684	0.04929078014184397	2960000.0	0
"  anybody
"	0.02064516129032258	0.030902255639097743	2931612	0.0004802631578947368	0.30917874396135264	1970.0	0
"  anyhow
"	0.0012741935483870969	0.010718954248366013	180935	0.0003223684210526316	0.08935018050541517	5570.0	0
"  anyone
"	0.3096774193548387	0.03861111111111111	43974193	0.002598684210526316	0.31176470588235294	12500.0	0
"  anything
"	0.3258064516129032	0.036695652173913046	46264516	0.007565789473684211	0.18933823529411764	57100.0	0
"  anyway
"	0.052258064516129035	0.02268939393939394	7420645	0.0035723684210526314	0.11382488479262673	45700.0	0
"  anyways
"	0.002596774193548387	0.006272912423625255	368741	0.0002243421052631579	0.24184397163120566	1190.0	0
"  anywhere
"	0.3975806451612903	0.09121495327102803	56456451	0.0035394736842105264	0.17433333333333334	30400.0	0
"  apart
"	0.21935483870967742	0.09543859649122807	31148387	0.014736842105263158	0.139572192513369	206000.0	0
"  appear
"	0.43306451612903224	0.10550098231827112	61495161	0.04105263157894737	0.023197026022304834	2930000.0	0
"  appreciate
"	0.09112903225806451	0.031506849315068496	12940322	0.0016842105263157896	0.10118577075098814	27200.0	0
"  appropriate
"	0.5911290322580646	0.15670588235294117	83940322	0.034736842105263156	0.022235772357723577	1790000.0	0
"  are
"	0.9758064516129032	0.010483870967741936	138564516	0.7894736842105263	0.3323262839879154	3150000.0	0
"  aren't
"	0.09758064516129032	0.02905982905982906	13856451	0.0010197368421052632	0.24196277495769883	5930.0	0
"  around
"	1.032258064516129	0.04794520547945205	146580645	0.03940789473684211	0.02144230769230769	2770000.0	0
"  as
"	0.9838709677419355	0.010484511517077045	139709677	0.4039473684210526	0.23223684210526316	3140000.0	0
"  aside
"	0.05709677419354839	0.04654970760233918	8107741	0.004513157894736842	0.1318949343339587	53500.0	0
"  ask
"	0.6629032258064517	0.049695121951219515	94132258	0.015	0.15724137931034482	146000.0	0
"  asking
"	0.2032258064516129	0.06629526462395544	28858064	0.005493421052631579	0.25326460481099655	31500.0	0
"  associated
"	0.7693548387096775	0.1238544474393531	109248387	0.05447368421052631	0.0298046875	2890000.0	0
"  at
"	1.1451612903225807	0.008581081081081082	162612903	0.11842105263157894	0.059602649006622516	3000000.0	0
"  available
"	1.1451612903225807	0.022735042735042735	162612903	0.060526315789473685	0.0368	2200000.0	0
"  away
"	0.4588709677419355	0.027635467980295567	65159677	0.019473684210526317	0.031504065040650404	1330000.0	0
"  awfully
"	0.0006919354838709678	0.008704761904761904	98254	3.5526315789473684e-05	0.18181818181818182	246.0	0
"  be
"	1.1693548387096775	0.013520408163265307	166048387	0.13157894736842105	0.07692307692307693	3090000.0	0
"  became
"	0.2903225806451613	0.10136239782016349	41225806	0.0056052631578947364	0.13800841514726508	74600.0	0
"  because
"	1.0483870967741935	0.05964912280701754	148870967	0.07631578947368421	0.03861386138613861	3060000.0	0
"  become
"	1.0	0.0983739837398374	142000000	0.04546052631578947	0.01990228013029316	2490000.0	0
"  becomes
"	0.40161290322580645	0.14781420765027323	57029032	0.044276315789473684	0.027028112449799198	3150000.0	0
"  becoming
"	0.2862903225806452	0.1	40653225	0.007565789473684211	0.15087719298245614	80800.0	0
"  been
"	1.0887096774193548	0.027021696252465484	154596774	0.09605263157894736	0.06014760147601476	2810000.0	0
"  before
"	1.064516129032258	0.04012158054711246	151161290	0.06197368421052631	0.035873015873015876	2960000.0	0
"  beforehand
"	0.009838709677419354	0.03577712609970674	1397096	0.002611842105263158	0.32620689655172413	14600.0	0
"  behind
"	0.4112903225806452	0.05254716981132075	58403225	0.021644736842105262	0.16995515695067265	186000.0	0
"  being
"	1.0725806451612903	0.054826254826254826	152306451	0.06289473684210527	0.033310104529616726	2570000.0	0
"  believe
"	0.5766129032258065	0.05823529411764706	81879032	0.019276315789473683	0.15260416666666668	181000.0	0
"  below
"	1.0806451612903225	0.06465116279069767	153451612	0.053289473684210525	0.02988929889298893	2850000.0	0
"  beside
"	0.021370967741935483	0.012774869109947644	3034677	0.0018684210526315789	0.1365296803652968	22500.0	0
"  besides
"	0.18306451612903227	0.10612244897959183	25995161	0.017302631578947368	0.12719298245614036	208000.0	0
"  best
"	0.967741935483871	0.013739669421487603	137419354	0.060526315789473685	0.0269375	3020000.0	0
"  better
"	1.0161290322580645	0.05084175084175084	144290322	0.06565789473684211	0.054879518072289156	2390000.0	0
"  between
"	1.0403225806451613	0.054506437768240344	147725806	0.1013157894736842	0.054098360655737705	3010000.0	0
"  beyond
"	0.6903225806451613	0.1030267753201397	98025806	0.03236842105263158	0.02177685950413223	2200000.0	0
"  both
"	1.0403225806451613	0.0689119170984456	147725806	0.09736842105263158	0.04711246200607903	2830000.0	0
"  brief
"	0.33145161290322583	0.09137529137529138	47066129	0.015394736842105263	0.12786885245901639	184000.0	0
"  but
"	1.096774193548387	0.02119205298013245	155741935	0.09473684210526316	0.042897727272727275	2860000.0	0
