	Words Popularity in CS	Purity in CS	Raw number: CS and keyword	Arxiv Pop	Arxiv Pur	Arxiv Single Word Count	label
"  predicate logic
"	0.0011370967741935484	0.4380952380952381	161467	0.0008175182481751825	0.8923076923076924	1440.0	1
"  information geometry
"	0.00020483870967741936	0.26903553299492383	29087	0.000618978102189781	0.3339130434782609	2320.0	1
"  geometry processing
"	0.00037338709677419357	0.336231884057971	53020	0.0002781021897810219	0.4205298013245033	913.0	1
"  microprocessors
"	0.00935483870967742	0.16828929068150209	1328387	0.0005467153284671532	0.45263157894736844	1570.0	1
"  graph operations
"	0.00016209677419354838	0.3686131386861314	23017	0.0003635036496350365	0.5248152059134108	959.0	1
"  combinatory logic
"	0.00021290322580645163	0.4072992700729927	30232	0.0004	0.8035714285714286	538.0	1
"  computational chemistry
"	0.0026451612903225807	0.1965909090909091	375612	0.000537956204379562	0.17398373983739837	3270.0	1
"  machine learning
"	0.42983870967741933	0.907608695652174	61037096	0.05416058394160584	0.4192090395480226	167000.0	1
"  procedural generation
"	0.00026693548387096775	0.11696113074204947	37904	0.00013065693430656933	0.46360153256704983	255.0	1
"  photogrammetry
"	0.00275	0.1042296072507553	390500	0.0004116788321167883	0.2942408376963351	1620.0	1
"  physical computing
"	0.0005911290322580645	0.20821917808219179	83940	0.00010364963503649635	0.5966386554621849	226.0	1
"  computational geometry
"	0.0036774193548387095	0.4989130434782609	522193	0.009635036496350365	0.5833333333333334	18000.0	1
"  cryptography standards
"	8.951612903225806e-05	0.22131147540983606	12711	2.3357664233576643e-05	0.6808510638297872	35.0	1
"  stochastic optimization
"	0.0014838709677419354	0.26814814814814814	210709	0.0038394160583941606	0.2603960396039604	17100.0	1
"  temporal logic
"	0.002	0.5652173913043478	284000	0.002299270072992701	0.7978436657681941	4260.0	1
"  recursion
"	0.014758064516129031	0.3778966131907308	2095645	0.008175182481751826	0.22285714285714286	47600.0	1
"  cheminformatics
"	0.0006137096774193548	0.178743961352657	87146	0.00019416058394160584	0.5664939550949913	773.0	1
"  computer data storage
"	0.0007758064516129032	0.13342857142857142	110164	5.6934306569343066e-05	0.6902654867256637	86.0	1
"  computational science
"	0.02193548387096774	0.8371212121212122	3114838	0.002445255474452555	0.3073170731707317	12400.0	1
"  pareto efficiency
"	0.0002161290322580645	0.19220779220779222	30690	0.00027153284671532844	0.7576374745417516	491.0	1
"  integration platform
"	0.0008306451612903225	0.11215932914046121	117951	6.131386861313869e-05	0.3076923076923077	295.0	1
"  database normalization
"	0.00034516129032258067	0.28794326241134754	49012	3.284671532846715e-05	0.6923076923076923	62.0	1
"  software testing
"	0.0275	0.2771186440677966	3905000	0.0010583941605839416	0.6968325791855203	2280.0	1
"  software design
"	0.026290322580645162	0.39887005649717516	3733225	0.0008394160583941605	0.7076923076923077	1940.0	1
"  version control
"	0.00967741935483871	0.2289156626506024	1374193	0.0004897810218978102	0.5283464566929134	1280.0	1
"  enterprise application integration
"	0.0012419354838709678	0.13813559322033897	176354	4.890510948905109e-05	0.6907216494845361	96.0	1
"  transport layer security
"	0.0008870967741935484	0.06706586826347305	125967	0.00029416058394160586	0.4745042492917847	675.0	1
"  hypercomputation
"	6.580645161290323e-05	0.5163398692810458	9344	0.00015328467153284672	0.9502262443438914	257.0	1
"  debugging
"	0.042016129032258064	0.21857142857142858	5966290	0.002532846715328467	0.558252427184466	6750.0	1
"  computer architecture
"	0.024596774193548387	0.6463654223968566	3492741	0.0014087591240875912	0.44243792325056436	4050.0	1
"  software release
"	0.0014596774193548388	0.10685714285714286	207274	0.00013503649635036497	0.3432282003710575	533.0	1
"  transaction processing
"	0.0032338709677419354	0.15823293172690764	459209	0.00037956204379562046	0.593607305936073	887.0	1
"  supercomputers
"	0.0028870967741935483	0.17595628415300546	409967	0.0010656934306569343	0.31189083820662766	5160.0	1
"  pseudorandomness
"	0.000307258064516129	0.6191222570532915	43630	0.0005364963503649635	0.6473684210526316	1130.0	1
"  data modeling
"	0.014112903225806451	0.38405797101449274	2004032	0.0005306569343065693	0.39424083769633506	1940.0	1
"  backup software
"	0.0007516129032258065	0.03107638888888889	106729	2.9197080291970804e-06	0.4	9.0	1
"  genetic programming
"	0.0021935483870967744	0.3785234899328859	311483	0.000927007299270073	0.6794258373205742	2110.0	1
"  ensemble learning
"	0.0010483870967741935	0.3785310734463277	148870	0.0008978102189781022	0.4959677419354839	2500.0	1
"  video game development
"	0.002274193548387097	0.03859910581222056	322935	5.1094890510948905e-05	0.5691056910569106	126.0	1
"  formal methods
"	0.0057338709677419355	0.6	814209	0.0027956204379562043	0.6827242524916943	5060.0	1
"  authentication
"	0.052258064516129035	0.03964285714285714	7420645	0.004145985401459854	0.5734840698869476	10100.0	1
"  computational neuroscience
"	0.0016693548387096775	0.2508751458576429	237048	0.0006766423357664233	0.30383480825958703	2940.0	1
"  cyberinfrastructure
"	0.0006645161290322581	0.2825657894736842	94361	0.00026131386861313866	0.3542056074766355	1210.0	1
"  data security
"	0.014758064516129031	0.1099290780141844	2095645	0.0011897810218978102	0.6219512195121951	2400.0	1
"  cybercrime
"	0.0034274193548387098	0.07444608567208272	486693	0.00025912408759124085	0.5643879173290938	549.0	1
"  computer surveillance
"	2.7661290322580644e-05	0.05758683729433273	3927	0.0	0.0	1.0	1
"  software development
"	0.1443548387096774	0.3468118195956454	20498387	0.002948905109489051	0.5761024182076814	7040.0	1
"  mesh generation
"	0.0007120967741935484	0.17115384615384616	101117	0.0003737226277372263	0.3160493827160494	1640.0	1
"  texture mapping
"	0.0006491935483870967	0.050177514792899405	92185	0.00013357664233576641	0.375	422.0	1
"  computability theory
"	0.000557258064516129	0.5264705882352941	79130	0.0005321167883211679	0.7077669902912621	1310.0	1
"  network flow problem
"	0.00026693548387096775	0.3735763097949886	37904	0.00037226277372262774	0.504950495049505	851.0	1
"  osi model
"	0.0019838709677419356	0.2629310344827586	281709	0.00011167883211678833	0.5168918918918919	383.0	1
"  scalable vector graphics
"	0.0003169354838709677	0.017222222222222222	45004	3.868613138686131e-05	0.38686131386861317	135.0	1
"  computational number theory
"	0.00020241935483870967	0.43140495867768597	28743	0.0001437956204379562	0.4061855670103093	487.0	1
"  knowledge engineering
"	0.00457258064516129	0.4698275862068966	649306	0.0013065693430656935	0.667910447761194	2710.0	1
"  interoperability
"	0.021612903225806453	0.20071942446043164	3069032	0.001854014598540146	0.5570175438596491	4600.0	1
"  unit testing
"	0.009758064516129032	0.24048096192384769	1385645	0.0004029197080291971	0.7259439707673568	1060.0	1
"  embedded systems
"	0.03508064516129032	0.4683136412459721	4981451	0.001978102189781022	0.4697986577181208	4860.0	1
"  turing machine
"	0.0028951612903225805	0.48240469208211145	411112	0.0028102189781021897	0.7432432432432432	5740.0	1
"  quantum programming
"	0.00013951612903225806	0.3473053892215569	19811	0.0004992700729927008	0.721399730820996	751.0	1
"  github
"	0.06419354838709677	0.0518232044198895	9115483	0.01197080291970803	0.3597122302158273	61000.0	1
"  software architecture
"	0.015	0.30965391621129323	2130000	0.0010802919708029198	0.5758754863813229	2580.0	1
"  malware
"	0.01806451612903226	0.044467640918580374	2565161	0.00254014598540146	0.7512820512820513	3930.0	1
"  adaptable robotics
"	1.032258064516129e-05	0.3525835866261398	1465	0.0	0.0	0.0	1
"  computer vision
"	0.09032258064516129	0.9487179487179487	12825806	0.03700729927007299	0.5701970443349754	86100.0	1
"  web accessibility
"	0.002870967741935484	0.015069124423963133	407677	0.07372262773722628	0.03005952380952381	2840000.0	1
"  smart cards
"	0.001629032258064516	0.09856459330143541	231322	0.0002664233576642336	0.5221745350500715	597.0	1
"  computer security
"	0.023951612903225807	0.33205619412515963	3401129	0.0018467153284671533	0.6624040920716112	3950.0	1
"  cognitive architecture
"	0.0005653225806451613	0.287007874015748	80275	0.0002839416058394161	0.6261022927689595	606.0	1
"  software documentation
"	0.008387096774193548	0.6705202312138728	1190967	0.00012262773722627738	0.3776595744680851	307.0	1
"  video game graphics
"	0.00010403225806451612	0.031026252983293555	14772	0.0	0.0	2.0	1
"  formal specification
"	0.0017580645161290322	0.49019607843137253	249645	0.0008832116788321168	0.7239263803680982	1830.0	1
"  local loop
"	0.00029838709677419353	0.06503378378378379	42370	6.277372262773722e-05	0.18494623655913978	445.0	1
"  backup
"	0.047903225806451614	0.027031963470319633	6802258	0.0012481751824817517	0.35766423357664234	4620.0	1
"  coding theory
"	0.002153225806451613	0.3348314606741573	305758	0.0024306569343065694	0.4397834912043302	7440.0	1
"  computational electromagnetics
"	0.0004556451612903226	0.22375	64701	7.299270072992701e-05	0.2053388090349076	545.0	1
"  computational linguistics
"	0.0125	0.5432525951557093	1775000	0.0049489051094890515	0.3899408284023669	14400.0	1
"  topological graph theory
"	0.00010241935483870968	0.3730886850152905	14543	0.0001802919708029197	0.37883435582822084	725.0	1
"  digital geometry
"	0.0001629032258064516	0.22590673575129533	23132	9.635036496350364e-05	0.3656509695290859	272.0	1
"  modal logic
"	0.0013145161290322581	0.41304347826086957	186661	0.00145985401459854	0.7740863787375415	2520.0	1
"  image processing
"	0.08790322580645162	0.4938461538461538	12482258	0.008467153284671533	0.3333333333333333	35000.0	1
"  heterogeneous computing
"	0.0009354838709677419	0.4097222222222222	132838	0.00038102189781021896	0.583058305830583	930.0	1
"  electronic waste
"	0.0005290322580645162	0.02368421052631579	75122	5.109489051094891e-06	0.28	25.0	1
"  cloud storage
"	0.006153225806451613	0.033008849557522126	873758	0.0006503649635036496	0.556875	1820.0	1
"  unix
"	0.10725806451612903	0.19448946515397084	15230645	0.00127007299270073	0.40765765765765766	4460.0	1
"  scientific visualization
"	0.0009435483870967742	0.25869565217391305	133983	0.00017883211678832117	0.338865836791148	535.0	1
"  demoscene
"	0.00010080645161290323	0.03010204081632653	14314	2.1897810218978103e-06	0.6	5.0	1
"  speculative execution
"	0.00029596774193548387	0.1581196581196581	42027	0.00026934306569343063	0.703125	566.0	1
"  computer memory
"	0.002209677419354839	0.051016949152542374	313774	0.0006036496350364963	0.3767605633802817	2860.0	1
"  html
"	0.8306451612903226	0.010120068610634648	117951612	0.02605839416058394	0.18608247422680413	201000.0	1
"  parameterized complexity
"	0.00037983870967741933	0.6822695035460993	53937	0.001532846715328467	1.004255319148936	2350.0	1
"  digital signal processing
"	0.013064516129032259	0.1312	1855161	0.0013795620437956205	0.30517241379310345	5240.0	1
"  neural network software
"	0.00026048387096774193	0.40298507462686567	36988	4.16058394160584e-05	0.4453125	123.0	1
"  graph rewriting
"	0.00028225806451612906	0.6521739130434783	40080	0.00046934306569343067	1.0612557427258806	658.0	1
"  quantum information science
"	0.0006193548387096775	0.2797101449275362	87948	0.0011751824817518247	0.2576	6210.0	1
"  public key infrastructure
"	0.0014596774193548388	0.13432835820895522	207274	0.00047664233576642334	0.7761966364812419	784.0	1
"  graph theory
"	0.02467741935483871	0.7427055702917772	3504193	0.008759124087591242	0.41914191419141916	29000.0	1
"  finite differences
"	0.0007145161290322581	0.1469458987783595	101461	0.0007737226277372263	0.12976190476190477	9080.0	1
"  geometric graph theory
"	9.596774193548387e-05	0.417910447761194	13627	0.00022043795620437957	0.5101351351351351	598.0	1
"  computer graphics
"	0.03919354838709677	0.3702127659574468	5565483	0.0032627737226277372	0.4168141592920354	10600.0	1
"  digital photography
"	0.010564516129032258	0.04680851063829787	1500161	8.394160583941606e-05	0.3474320241691843	425.0	1
"  inductive logic programming
"	0.0004903225806451613	0.5387931034482759	69625	0.0005423357664233576	0.7098039215686275	894.0	1
"  automated reasoning
"	0.0015161290322580644	0.49624060150375937	215290	0.0017445255474452554	0.7026239067055393	2670.0	1
"  mesh networking
"	0.0004959677419354839	0.11065719360568384	70427	6.715328467153285e-05	0.48677248677248675	189.0	1
"  data erasure
"	4.532258064516129e-05	0.024788732394366197	6435	2.5547445255474453e-05	0.5833333333333334	92.0	1
"  data protection
"	0.031129032258064515	0.038489208633093526	4420322	0.000927007299270073	0.5904255319148937	1940.0	1
"  quantum information theory
"	0.0009435483870967742	0.3639240506329114	133983	0.003759124087591241	0.35555555555555557	14500.0	1
"  quantum computing
"	0.005822580645161291	0.21382352941176472	826806	0.003781021897810219	0.25517241379310346	20400.0	1
"  bayesian networks
"	0.0025	0.4309895833333333	355000	0.002	0.532520325203252	4950.0	1
"  biorobotics
"	0.00022580645161290321	0.15777777777777777	32064	2.6277372262773724e-05	0.1878453038674033	125.0	1
"  algorithmic trading
"	0.0011209677419354838	0.1208	159177	0.00011897810218978102	0.3902439024390244	618.0	1
"  data compression
"	0.004120967741935484	0.25933014354066986	585177	0.002029197080291971	0.3753501400560224	7010.0	1
"  stochastic control
"	0.0005161290322580645	0.1921511627906977	73290	0.0005802919708029197	0.1500945179584121	5560.0	1
"  computational trust
"	8.14516129032258e-05	0.5023696682464455	11566	5.766423357664234e-05	0.8315789473684211	116.0	1
"  domain theory
"	0.00038145161290322583	0.3787878787878788	54166	0.0005525547445255475	0.73	1040.0	1
"  analytic number theory
"	0.0003741935483870968	0.2353846153846154	53135	0.0003693430656934307	0.11370786516853933	4480.0	0
"  quadratic residue
"	0.00014193548387096775	0.2679640718562874	20154	0.00025474452554744524	0.262406015037594	1340.0	0
"  electrodynamics
"	0.002161290322580645	0.12741935483870967	306903	0.0011751824817518247	0.03692660550458716	44200.0	0
"  data compression
"	0.002161290322580645	0.2846153846153846	306903	0.0011751824817518247	0.3769338959212377	6820.0	0
"  incidence geometry
"	5.282258064516129e-05	0.13079847908745248	7500	0.00013576642335766422	0.20195439739413681	854.0	0
"  differential equations
"	0.04951612903225806	0.48161764705882354	7031290	0.008394160583941606	0.07697368421052632	156000.0	0
"  transport phenomena
"	0.001185483870967742	0.10206896551724139	168338	0.00017956204379562045	0.03360655737704918	6370.0	0
"  convection
"	0.004040322580645161	0.026923076923076925	573725	0.0010072992700729927	0.053474320241691846	36200.0	0
"  domain theory
"	0.004040322580645161	0.37803030303030305	573725	0.0010072992700729927	0.8398058252427184	1040.0	0
"  travelling salesman problem
"	0.004040322580645161	0.34812286689419797	573725	0.0010072992700729927	0.6573913043478261	1160.0	0
"  scientific visualization
"	0.004040322580645161	0.25869565217391305	573725	0.0010072992700729927	0.3684210526315789	535.0	0
"  multivariable calculus
"	0.0014919354838709678	0.2081949058693245	211854	3.5036496350364965e-05	0.17777777777777778	268.0	0
"  probability
"	0.3741935483870968	0.4984423676012461	53135483	0.06240875912408759	0.03728033472803347	2120000.0	0
"  statistical theory
"	0.0011048387096774194	0.1546162402669633	156887	0.0007591240875912409	0.10092592592592593	8050.0	0
"  statistics
"	1.032258064516129	0.16802800466744458	146580645	0.04547445255474453	0.05732142857142857	1700000.0	0
"  cryptography
"	1.032258064516129	0.924812030075188	146580645	0.04547445255474453	0.6118251928020566	39000.0	0
"  homotopy theory
"	0.0002846774193548387	0.1444	40424	0.0007291970802919708	0.09547900968783639	9910.0	0
"  geostatistics
"	0.0007056451612903225	0.11958904109589041	100201	0.0001875912408759124	0.1976923076923077	1310.0	0
"  general relativity
"	0.002	0.088	284000	0.003992700729927007	0.044126984126984126	127000.0	0
"  stochastic optimization
"	0.002	0.2701492537313433	284000	0.003992700729927007	0.3058139534883721	17100.0	0
"  entropy
"	0.04411290322580645	0.2801762114537445	6264032	0.020364963503649636	0.14786729857819905	192000.0	0
"  spherical trigonometry
"	0.000175	0.11505376344086021	24850	2.2627737226277372e-05	0.061752988047808766	462.0	0
"  complex analysis
"	0.0031129032258064514	0.207035175879397	442032	0.0010802919708029198	0.10136986301369863	14200.0	0
"  fibonacci numbers
"	0.0008387096774193549	0.16917922948073702	119096	0.00042116788321167883	0.22316602316602316	2410.0	0
"  engineering statistics
"	0.001379032258064516	0.37447698744769875	195822	6.131386861313869e-05	0.46408839779005523	215.0	0
"  digital signal processing
"	0.001379032258064516	0.1312	195822	6.131386861313869e-05	0.2939068100358423	5240.0	0
"  computational science
"	0.001379032258064516	0.8315018315018315	195822	6.131386861313869e-05	0.3061068702290076	12900.0	0
"  interpolation
"	0.001379032258064516	0.1345679012345679	195822	6.131386861313869e-05	0.12925851703406813	96800.0	0
"  measure theory
"	0.0007588709677419354	0.18538899430740038	107759	0.0009416058394160583	0.11315789473684211	10700.0	0
"  mechanism design
"	0.001217741935483871	0.20844686648501362	172919	0.0018248175182481751	0.7389937106918238	3260.0	0
"  mathematical analysis
"	0.02620967741935484	0.4156171284634761	3721774	0.002773722627737226	0.1589958158995816	23100.0	0
"  determinacy
"	0.0003991935483870968	0.1318181818181818	56685	0.0007065693430656935	0.39090909090909093	2350.0	0
"  convex optimization
"	0.0003991935483870968	0.3495670995670996	56685	0.0007065693430656935	0.3424028268551237	27700.0	0
"  order theory
"	0.0006024193548387097	0.18041474654377881	85543	0.0010364963503649634	0.3008474576271186	4760.0	0
"  modular arithmetic
"	0.0005830645161290323	0.24401408450704226	82795	0.0003124087591240876	0.5534665099882491	821.0	0
"  functional analysis
"	0.004564516129032258	0.11155378486055777	648161	0.004927007299270073	0.12838095238095237	52800.0	0
"  number theory
"	0.015161290322580645	0.3929471032745592	2152903	0.006708029197080292	0.142443729903537	61600.0	0
"  matching
"	0.015161290322580645	0.06833333333333333	2152903	0.006708029197080292	0.20046948356807512	194000.0	0
"  topology
"	0.10241935483870968	0.4107142857142857	14543548	0.027226277372262773	0.12388663967611337	322000.0	0
"  harmonic analysis
"	0.0013870967741935485	0.12941176470588237	196967	0.0021386861313868613	0.11885245901639344	24200.0	0
"  ring theory
"	0.0003467741935483871	0.15390070921985816	49241	0.00035255474452554743	0.10825892857142858	4490.0	0
"  applied statistics
"	0.009193548387096774	0.37383177570093457	1305483	0.0017956204379562044	0.24622641509433962	11700.0	0
"  moonshine theory
"	1.782258064516129e-06	0.19375	253	1.4598540145985402e-06	0.2222222222222222	9.0	0
"  formal methods
"	1.782258064516129e-06	0.5906976744186047	253	1.4598540145985402e-06	0.7281368821292775	5200.0	0
"  pythagorean theorem
"	0.0011290322580645162	0.09594594594594595	160322	0.0003226277372262774	0.39097744360902253	1360.0	0
"  special functions
"	0.0012338709677419354	0.08306878306878307	175209	0.0010510948905109489	0.10275862068965518	14400.0	0
"  management science
"	0.021774193548387097	0.41594454072790293	3091935	0.0019343065693430658	0.471004243281471	7380.0	0
"  computational economics
"	0.00043951612903225806	0.21372549019607842	62411	0.00017007299270072992	0.33236994219653176	724.0	0
"  golden ratio
"	0.0010161290322580644	0.033493975903614456	144290	0.00046277372262773725	0.2076923076923077	2620.0	0
"  singularity theory
"	0.00011290322580645161	0.14461538461538462	16032	0.00012992700729927008	0.06666666666666667	2690.0	0
"  control theory
"	0.007483870967741935	0.2704022988505747	1062709	0.0021897810218978104	0.2125874125874126	14400.0	0
"  angle
"	0.1346774193548387	0.041666666666666664	19124193	0.013576642335766423	0.01537190082644628	1820000.0	0
"  proof theory
"	0.0008548387096774194	0.4721030042918455	121387	0.0011751824817518247	0.7488372093023256	2170.0	0
"  biostatistics
"	0.01782258064516129	0.2882882882882883	2530806	0.0008102189781021898	0.16869300911854104	6170.0	0
"  class field theory
"	8.629032258064517e-05	0.15426251691474965	12253	0.00016277372262773723	0.07559322033898305	2990.0	0
"  thermodynamic equations
"	3.209677419354839e-05	0.05773809523809524	4557	2.3357664233576643e-05	0.06412825651302605	434.0	0
"  recursion
"	3.209677419354839e-05	0.3783303730017762	4557	2.3357664233576643e-05	0.21714285714285714	47600.0	0
"  descriptive set theory
"	0.00011774193548387097	0.2736842105263158	16719	0.0003343065693430657	0.2336734693877551	1810.0	0
"  topological graph theory
"	0.00011774193548387097	0.3761467889908257	16719	0.0003343065693430657	0.37883435582822084	728.0	0
"  geometric flow
"	3.862903225806452e-05	0.1304785894206549	5485	4.5985401459854016e-05	0.06976744186046512	906.0	0
"  artificial intelligence
"	3.862903225806452e-05	0.9187898089171974	5485	4.5985401459854016e-05	0.6	83500.0	0
"  riemannian geometry
"	0.00042338709677419353	0.14034653465346536	60120	0.0007883211678832117	0.06923076923076923	15700.0	0
"  strategy
"	0.7758064516129032	0.15341701534170155	110164516	0.044014598540145985	0.18835820895522387	340000.0	0
"  asymmetry
"	0.00935483870967742	0.0577319587628866	1328387	0.0039051094890510947	0.052592592592592594	109000.0	0
"  fuzzy logic
"	0.00935483870967742	0.31876138433515483	1328387	0.0039051094890510947	0.5669515669515669	3550.0	0
"  analytic geometry
"	0.0015080645161290322	0.181651376146789	214145	0.0002094890510948905	0.08012618296529968	2670.0	0
"  tensors
"	0.0017258064516129032	0.09954751131221719	245064	0.0039781021897810215	0.08762589928057554	72100.0	0
"  ransomware
"	0.0017258064516129032	0.02277227722772277	245064	0.0039781021897810215	0.6117886178861789	500.0	0
"  diophantine geometry
"	6.362903225806452e-05	0.21688311688311687	9035	0.0001218978102189781	0.11678321678321678	1400.0	0
"  model theory
"	0.0012741935483870969	0.2185430463576159	180935	0.0015693430656934307	0.2821270310192024	7320.0	0
"  structural analysis
"	0.0012741935483870969	0.13137755102040816	180935	0.0015693430656934307	0.21020408163265306	4920.0	0
"  chaos theory
"	0.001217741935483871	0.03803526448362721	172919	0.00023868613138686132	0.18901734104046242	1420.0	0
"  artificial neural networks
"	0.001217741935483871	0.4156050955414013	172919	0.00023868613138686132	0.4108527131782946	13000.0	0
"  network theory
"	0.001217741935483871	0.16988636363636364	172919	0.00023868613138686132	0.3135011441647597	4990.0	0
"  digital geometry
"	0.001217741935483871	0.22590673575129533	172919	0.00023868613138686132	0.3656509695290859	272.0	0
"  differentiation rules
"	8.548387096774193e-05	0.13229571984435798	12138	5.0364963503649634e-05	0.1619718309859155	396.0	0
"  algorithmic trading
"	8.548387096774193e-05	0.116	12138	5.0364963503649634e-05	0.3991683991683992	514.0	0
"  quantum information science
"	8.548387096774193e-05	0.27473309608540925	12138	5.0364963503649634e-05	0.2639344262295082	6200.0	0
"  arithmetic dynamics
"	2.217741935483871e-05	0.2388888888888889	3149	2.8467153284671533e-05	0.06712564543889846	405.0	0
"  perturbation theory
"	0.001	0.060784313725490195	142000	0.0016861313868613138	0.02312312312312312	104000.0	0
"  turing machine
"	0.001	0.5035360678925035	142000	0.0016861313868613138	0.7432432432432432	5230.0	0
"  type inference
"	0.001	0.25584045584045584	142000	0.0016861313868613138	0.888	1500.0	0
"  set theory
"	0.006838709677419355	0.3077490774907749	971096	0.0023430656934306567	0.32238193018480493	9820.0	0
"  cybernetics
"	0.03491935483870968	0.5983471074380166	4958548	0.0059781021897810215	0.5615853658536586	18000.0	0
"  defense
"	0.1782258064516129	0.06778711484593837	25308064	0.004525547445255474	0.3017699115044248	25100.0	0
"  integers
"	0.04	0.47833333333333333	5680000	0.024817518248175182	0.14926108374384237	186000.0	0
"  computational number theory
"	0.04	0.4337979094076655	5680000	0.024817518248175182	0.4061855670103093	487.0	0
"  algebraic topology
"	0.0008467741935483871	0.18493150684931506	120241	0.0038613138686131388	0.21583011583011583	25200.0	0
"  boolean algebra
"	0.0028951612903225805	0.41458106637649617	411112	0.0013503649635036496	0.5099009900990099	4070.0	0
"  finite model theory
"	0.0001870967741935484	0.6536312849162011	26567	0.0007883211678832117	1.2838370565045991	767.0	0
"  arithmetic
"	0.10725806451612903	0.4581818181818182	15230645	0.012335766423357665	0.22324966974900926	75600.0	0
"  quantum electrodynamics
"	0.0004403225806451613	0.06965428937259924	62525	0.000545985401459854	0.041098901098901096	18300.0	0
"  game design
"	0.017096774193548388	0.11151515151515151	2427741	0.0002861313868613139	0.6080870917573873	651.0	0
"  algebraic geometry
"	0.0019758064516129034	0.20153846153846153	280564	0.005284671532846715	0.1	72700.0	0
"  quantum computing
"	0.0019758064516129034	0.2029940119760479	280564	0.005284671532846715	0.25517241379310346	20400.0	0
"  general topology
"	0.000567741935483871	0.17712082262210796	80619	0.0020583941605839414	0.304302203567681	9180.0	0
"  key management
"	0.000567741935483871	0.06726384364820846	80619	0.0020583941605839414	0.5984496124031008	1350.0	0
"  combinatorics
"	0.015483870967741935	0.6993243243243243	2198709	0.016642335766423356	0.23053589484327602	106000.0	0
"  complex dynamics
"	0.0007161290322580645	0.11666666666666667	101690	0.0008175182481751825	0.15521628498727735	8210.0	0
"  recreational mathematics
"	0.0001717741935483871	0.19478260869565217	24391	7.372262773722628e-05	0.47417840375586856	215.0	0
"  monadology
"	5.967741935483871e-05	0.08552915766738661	8474	6.569343065693431e-06	0.11538461538461539	82.0	0
"  diophantine equations
"	0.00036774193548387097	0.25819209039548024	52219	0.0004912408759124088	0.2596078431372549	2570.0	0
"  homology theory
"	0.00012741935483870967	0.15756951596292482	18093	0.0003605839416058394	0.11026785714285714	4250.0	0
"  geometric graph theory
"	0.00012741935483870967	0.5572139303482587	18093	0.0003605839416058394	0.5101351351351351	598.0	0
"  optimal control
"	0.004532258064516129	0.19261744966442954	643580	0.003416058394160584	0.20952380952380953	21200.0	0
"  design theory
"	0.0019677419354838708	0.11339285714285714	279419	0.0004	0.36917808219178083	1400.0	0
"  computational biology
"	0.0019677419354838708	0.45590994371482174	279419	0.0004	0.3484375	10300.0	0
"  asymptotic analysis
"	0.0013387096774193548	0.19079685746352412	190096	0.002065693430656934	0.15567567567567567	21700.0	0
"  queueing theory
"	0.0009758064516129032	0.33505154639175255	138564	0.00039124087591240874	0.2945054945054945	1920.0	0
"  fourier series
"	0.0018145161290322581	0.1445859872611465	257661	0.0008832116788321168	0.08540540540540541	18600.0	0
"  inverse trigonometric functions
"	0.00029596774193548387	0.12692307692307692	42027	2.2627737226277372e-05	0.16145833333333334	213.0	0
"  numerical linear algebra
"	0.00029596774193548387	0.3380681818181818	42027	2.2627737226277372e-05	0.40380047505938244	3950.0	0
"  abstract algebra
"	0.003379032258064516	0.3354330708661417	479822	0.00045985401459854014	0.30478260869565216	2310.0	0
"  steganography
"	0.003379032258064516	0.23055555555555557	479822	0.00045985401459854014	0.7201612903225807	1240.0	0
"  pattern matching
"	0.003379032258064516	0.19701986754966888	479822	0.00045985401459854014	0.6522593320235757	5140.0	0
"  pseudorandomness
"	0.003379032258064516	0.6165884194053208	479822	0.00045985401459854014	0.7067307692307693	1070.0	0
"  representation theory
"	0.0011370967741935484	0.1619047619047619	161467	0.004051094890510949	0.0945945945945946	55300.0	0
"  thermodynamics
"	0.02685483870967742	0.2867549668874172	3813387	0.002240875912408759	0.04334705075445816	63600.0	0
"  morse theory
"	0.00017903225806451613	0.16099290780141845	25422	0.0005043795620437956	0.10349544072948329	6200.0	0
"  mesh networking
"	0.00017903225806451613	0.14893617021276595	25422	0.0005043795620437956	0.48677248677248675	189.0	0
"  statistical genetics
"	0.00036129032258064514	0.20214592274678111	51303	4.306569343065693e-05	0.18553459119496854	318.0	0
"  differential calculus
"	0.0013306451612903226	0.1981672394043528	188951	0.0004510948905109489	0.09686985172981878	6120.0	0
"  computational mathematics
"	0.0013306451612903226	0.4113821138211382	188951	0.0004510948905109489	0.26692307692307693	13100.0	0
"  rational numbers
"	0.0017741935483870969	0.17424242424242425	251935	0.0023357664233576644	0.19337748344370861	15300.0	0
"  algebraic graph theory
"	0.0017741935483870969	0.33114754098360655	251935	0.0023357664233576644	0.3297560975609756	2100.0	0
"  control engineering
"	0.009919354838709678	0.28865979381443296	1408548	0.0008248175182481752	0.43389830508474575	2970.0	0
"  elementary mathematics
"	0.00125	0.21296296296296297	177500	7.591240875912408e-05	0.20675944333996024	507.0	0
"  symplectic geometry
"	0.00019516129032258066	0.13041237113402063	27712	0.0014963503649635037	0.10828402366863905	17000.0	0
"  diophantine approximation
"	0.00012580645161290322	0.18906064209274673	17864	0.0003671532846715328	0.15719063545150502	3000.0	0
"  differential algebra
"	8.629032258064517e-05	0.16936671575846834	12253	0.00022262773722627738	0.11867704280155641	2570.0	0
"  knot theory
"	0.0003653225806451613	0.16627450980392156	51875	0.0007956204379562044	0.13195876288659794	8740.0	0
